primaryTitle,startYear,genres,averageRating,numVotes
Sally of the Sawdust,1925,Comedy,6.6,601
"Sally, Irene and Mary",1925,"Comedy,Drama,Romance",5.7,298
Seven Chances,1925,"Comedy,Romance",7.8,11977
Seven Keys to Baldpate,1925,"Comedy,Mystery,Thriller",5.5,19
Seven Sinners,1925,"Comedy,Crime,Drama",6.0,44
Shore Leave,1925,Comedy,7.2,118
A Slave of Fashion,1925,"Comedy,Romance",2.0,181
Stage Struck,1925,Comedy,6.8,1103
Suvinen satu,1925,Comedy,4.6,12
The Swan,1925,"Comedy,Romance",6.3,54
Thank You,1925,"Comedy,Drama,Romance",4.5,55
That Royle Girl,1925,"Comedy,Drama",5.6,37
Too Many Kisses,1925,"Adventure,Comedy,Drama",6.4,258
Tricks,1925,"Comedy,Drama,Western",5.9,21
Dance Fever,1925,"Comedy,Drama",6.0,22
The Imaginary Voyage,1926,"Comedy,Drama,Fantasy",6.6,262
Waking Up the Town,1925,Comedy,6.4,36
We Moderns,1925,Comedy,4.2,16
When Husbands Flirt,1925,Comedy,4.8,26
"Wild, Wild Susan",1925,"Comedy,Romance",6.1,15
The Wizard of Oz,1925,"Adventure,Comedy,Family",4.9,1781
A Woman of the World,1925,"Comedy,Drama,Romance",6.8,190
Womanhandled,1925,"Adventure,Comedy,Romance",6.3,105
Zakroyshchik iz Torzhka,1925,Comedy,6.9,162
Zander the Great,1925,"Action,Comedy,Drama",5.6,683
Almost a Lady,1926,"Comedy,Romance",6.8,21
Aloma of the South Seas,1926,"Comedy,Drama,Romance",6.2,30
The American Venus,1926,Comedy,6.9,57
April Fool,1926,Comedy,6.2,49
Atta Boy,1926,"Action,Comedy,Crime",5.7,29
Baldevins bryllup,1926,"Comedy,Drama",5.5,10
Battling Butler,1926,"Comedy,Sport",7.0,3990
The Beautiful Cheat,1926,"Comedy,Drama",7.3,16
Behind the Front,1926,"Comedy,War",6.1,65
The Better 'Ole,1926,"Comedy,Drama,War",6.2,311
Beverly of Graustark,1926,"Comedy,Romance",6.7,644
The Boob,1926,"Comedy,Romance",5.4,711
The Boy Friend,1926,"Comedy,Romance",7.5,21
The Brown Derby,1926,Comedy,6.2,22
"Carmiña, flor de Galicia",1926,Comedy,5.1,18
The Cat's Pajamas,1926,Comedy,5.1,27
The Caveman,1926,Comedy,4.4,41
Chip of the Flying U,1926,"Comedy,Western",6.8,20
The Clinging Vine,1926,Comedy,6.2,126
The Cohens and Kellys,1926,Comedy,6.7,17
The College Boob,1926,"Comedy,Drama",6.1,20
College Days,1926,"Comedy,Romance",7.1,30
Corporal Kate,1926,"Comedy,Drama,Romance",6.0,22
The Cruise of the Jasper B,1926,"Comedy,Romance",7.3,104
Del rancho a la capital,1927,"Adventure,Comedy,Drama",4.9,13
Das deutsche Mutterherz,1926,"Comedy,Drama",5.1,17
Don Quixote,1926,"Comedy,Drama",7.3,23
The Duchess of Buffalo,1926,"Comedy,Romance",7.1,118
Ella Cinders,1926,"Comedy,Romance",7.0,1107
Eve's Leaves,1926,"Comedy,Romance",7.2,139
Exit Smiling,1926,"Comedy,Romance",7.1,550
Fascinating Youth,1926,"Comedy,Romance,Sport",7.0,37
Fig Leaves,1926,"Comedy,Romance",6.1,323
Fine Manners,1926,Comedy,6.1,838
The First Year,1926,Comedy,7.4,31
Footloose Widows,1926,Comedy,6.8,21
For Heaven's Sake,1926,"Action,Comedy,Romance",7.5,2010
Frivolinas,1927,"Comedy,Musical",5.3,24
The Violinist of Florence,1926,Comedy,6.3,89
The Gentle Cyclone,1926,"Comedy,Western",4.9,30
The Grand Duchess and the Waiter,1926,"Comedy,Romance",6.8,70
Hands Up!,1926,"Action,Comedy,War",6.5,317
Hard Boiled,1926,"Comedy,Western",7.7,23
His First Flame,1927,"Action,Comedy,Romance",5.8,186
Irene,1926,"Comedy,Romance",7.0,106
It's the Old Army Game,1926,"Adventure,Comedy,Romance",6.4,338
Johnny Get Your Hair Cut,1927,"Comedy,Drama",7.6,15
Just Another Blonde,1926,"Adventure,Comedy,Romance",3.4,59
Kane,1926,Comedy,7.2,15
The Innocent Susanne,1926,Comedy,6.8,21
Kid Boots,1926,"Comedy,Romance",6.9,220
Kiki,1926,"Comedy,Drama",6.8,466
Let's Get Married,1926,"Comedy,Romance",6.9,31
Love 'Em and Leave 'Em,1926,"Comedy,Drama,Romance",6.1,284
The Love Toy,1926,Comedy,5.4,20
The Lucky Lady,1926,"Comedy,Romance",5.0,68
Mantrap,1926,Comedy,6.8,454
Married?,1926,"Comedy,Romance",5.8,24
Memory Lane,1926,"Comedy,Romance",7.6,26
Midnight Lovers,1926,"Comedy,Romance,War",6.9,19
Miss Brewster's Millions,1926,"Comedy,Drama",6.2,26
The Adventures of the Three Reporters,1926,"Adventure,Comedy,Crime",6.9,350
My Lady of Whims,1925,Comedy,5.7,192
The Nervous Wreck,1926,"Adventure,Comedy,Romance",6.8,51
The New Klondike,1926,"Comedy,Drama,Romance",5.3,39
The Nutcracker,1926,Comedy,6.2,20
Oh! What a Nurse!,1926,Comedy,6.1,17
The Old Soak,1926,"Adventure,Comedy,Crime",6.3,15
The Palm Beach Girl,1926,"Adventure,Comedy,Romance",6.2,21
Partners Again,1926,Comedy,5.9,19
Poker Faces,1926,Comedy,7.2,41
Three Thieves,1926,Comedy,7.1,193
The Quarterback,1926,"Comedy,Drama,Sport",7.3,29
Raggedy Rose,1926,"Comedy,Romance",6.7,104
Risky Business,1926,"Comedy,Romance",6.7,31
The Knight of the Rose,1925,Comedy,6.0,137
Say It Again,1926,"Comedy,Romance",4.6,13
The Show-Off,1926,"Comedy,Drama",6.7,340
Skinner's Dress Suit,1926,"Comedy,Romance",7.0,218
So This Is Paris,1926,Comedy,7.1,777
So's Your Old Man,1926,"Comedy,Romance",6.5,250
A Social Celebrity,1926,Comedy,6.7,24
"Stop, Look and Listen",1926,"Action,Adventure,Comedy",5.5,42
The Strong Man,1926,"Adventure,Comedy,Romance",6.6,986
Sunny Side Up,1926,"Comedy,Drama,Romance",5.6,24
Sweet Adeline,1926,Comedy,7.7,14
Tartuffe,1925,"Comedy,Drama",7.1,2776
That Model from Paris,1926,"Comedy,Drama",7.7,88
"Tramp, Tramp, Tramp",1926,"Adventure,Comedy,Romance",6.3,824
Up in Mabel's Room,1926,Comedy,6.9,87
Vasya reformator,1926,"Comedy,Drama",6.3,32
The Waning Sex,1926,"Comedy,Romance",6.5,44
Watch Your Wife,1926,"Comedy,Drama",6.0,21
We're in the Navy Now,1926,"Comedy,Romance,War",5.6,51
What Happened to Jones?,1925,"Comedy,Romance",6.6,153
What Price Glory,1926,"Comedy,Drama,War",6.8,491
The Whole Town's Talking,1926,"Adventure,Comedy,Romance",5.9,31
Why Girls Go Back Home,1926,"Comedy,Drama,Romance",6.1,18
The Wilderness Woman,1926,"Adventure,Comedy,Romance",7.2,36
You'd Be Surprised,1926,"Comedy,Mystery",6.3,90
Young April,1926,"Comedy,Drama,Romance",7.6,56
Adam and Evil,1927,Comedy,3.8,30
Ain't Love Funny?,1927,"Comedy,Romance,War",6.5,14
Alias the Lone Wolf,1927,"Action,Comedy,Crime",7.4,24
The American Beauty,1927,"Comedy,Drama,Romance",7.0,63
Babe Comes Home,1927,"Comedy,Sport",7.3,28
Blonde or Brunette,1927,"Comedy,Romance",7.0,20
Breakfast at Sunrise,1927,"Comedy,Romance",7.0,27
California or Bust,1927,"Comedy,Drama",6.4,8
The Callahans and the Murphys,1927,"Comedy,Drama",5.1,16
Casey at the Bat,1927,"Action,Comedy,Sport",6.0,42
The Cat and the Canary,1927,"Comedy,Horror,Mystery",7.1,3502
The Cheerful Fraud,1926,"Adventure,Comedy,Romance",4.8,34
Chicago,1927,"Comedy,Crime,Drama",7.3,574
Colleen,1927,Comedy,6.2,12
College,1927,"Comedy,Drama,Sport",6.9,5586
The College Hero,1927,"Comedy,Romance",5.1,35
The College Widow,1927,"Comedy,Romance",6.6,17
The Cradle Snatchers,1927,Comedy,6.1,105
Daring Deeds,1927,Comedy,5.3,21
The Girl with the Hat Box,1927,"Comedy,Drama,Romance",7.1,826
The Dice Woman,1926,"Action,Adventure,Comedy",3.1,20
The Fair Co-Ed,1927,Comedy,5.8,756
Fashions for Women,1927,"Comedy,Drama,Romance",3.9,41
Fast and Furious,1927,Comedy,5.4,58
Finger Prints,1927,"Comedy,Crime",5.4,24
"Fireman, Save My Child",1927,Comedy,4.3,12
The First Auto,1927,"Comedy,Drama",6.3,327
The First Night,1927,Comedy,5.1,11
Flying Luck,1927,Comedy,6.2,37
The Gay Old Bird,1927,Comedy,7.8,14
The Gay Retreat,1927,"Comedy,War",3.4,21
The General,1926,"Action,Adventure,Comedy",8.1,100036
A Gentleman of Paris,1927,Comedy,6.9,49
Get Your Man,1927,"Comedy,Romance",6.4,288
Getting Gertie's Garter,1927,Comedy,6.7,97
The Girl from Everywhere,1927,"Action,Comedy,Romance",6.9,29
The Girl in the Pullman,1927,Comedy,7.4,72
Das Mädchen mit den fünf Nullen,1927,Comedy,6.8,21
The Great Leap,1927,"Adventure,Comedy",6.1,166
Ham and Eggs at the Front,1927,"Comedy,War",5.4,46
Happiness,1935,"Comedy,Drama",7.3,1212
The Private Life of Helen of Troy,1927,"Action,Adventure,Comedy",5.8,94
Horse Shoes,1927,Comedy,6.7,24
Die Hose,1927,Comedy,5.6,41
Husband Hunters,1927,"Comedy,Drama,Romance",6.6,26
If I Were Single,1927,"Comedy,Romance",6.3,19
Irish Hearts,1927,Comedy,2.5,34
Is Zat So?,1927,Comedy,5.0,12
It,1927,"Comedy,Romance",7.2,3678
The Joy Girl,1927,Comedy,5.9,21
The Kid Brother,1927,"Comedy,Drama,Family",7.6,4937
A Little Journey,1927,"Comedy,Romance",6.3,10
Long Pants,1927,Comedy,6.3,595
The Lunatic at Large,1927,Comedy,5.1,12
Man Crazy,1927,Comedy,6.0,8
The Marriage of Mademoiselle Beulemans,1927,Comedy,6.3,43
The Missing Link,1927,"Adventure,Comedy,Romance",6.7,21
My Best Girl,1927,"Comedy,Romance",7.5,967
My Friend from India,1927,Comedy,6.4,30
Naughty But Nice,1927,"Comedy,Romance",5.5,28
No Place to Go,1927,"Comedy,Romance",5.0,11
Now We're in the Air,1927,Comedy,6.9,52
On Ze Boulevard,1927,"Comedy,Crime",5.1,13
Orchids and Ermine,1927,"Comedy,Romance",6.8,188
Paid to Love,1927,"Comedy,Romance",6.3,180
Paradise for Two,1927,"Comedy,Romance",4.5,11
Play Safe,1927,Comedy,7.9,28
Pleasure Before Business,1927,"Comedy,Romance,Sport",6.8,9
Potseluy Meri Pikford,1927,Comedy,6.4,153
The Poor Nut,1927,"Comedy,Drama",6.4,27
The Potters,1927,Comedy,5.4,12
The Princess from Hoboken,1927,Comedy,5.9,18
Quality Street,1927,"Comedy,Drama,Romance",6.6,803
A Racing Romeo,1927,"Comedy,Drama,Romance",7.6,18
The Red Mill,1927,"Comedy,Romance",6.8,1529
Rough House Rosie,1927,"Comedy,Romance,Sport",6.8,38
Rubber Heels,1927,Comedy,4.3,11
Rubber Tires,1927,Comedy,6.6,102
Running Wild,1927,Comedy,7.0,266
A Sailor's Sweetheart,1927,"Adventure,Comedy,Romance",5.6,15
His Greatest Bluff,1927,Comedy,6.5,30
Service for Ladies,1927,Comedy,7.3,9
Señorita,1927,"Action,Comedy",6.8,38
The Shamrock and the Rose,1927,Comedy,6.2,28
Silver Valley,1927,"Action,Adventure,Comedy",5.5,24
Simple Sis,1927,"Comedy,Drama",6.2,11
"Slide, Kelly, Slide",1927,"Comedy,Sport",5.5,517
Soft Cushions,1927,"Adventure,Comedy",5.2,18
Special Delivery,1927,Comedy,6.4,70
Spring Fever,1927,Comedy,6.4,1089
Syv dager for Elisabeth,1927,"Comedy,Romance",5.2,23
The Taxi Dancer,1927,Comedy,3.6,197
Tell It to Sweeney,1927,Comedy,5.8,20
Tell It to the Marines,1926,"Comedy,Drama,Romance",7.1,1677
A Texas Steer,1927,Comedy,4.3,22
Three's a Crowd,1927,"Comedy,Drama",6.2,155
Tillie the Toiler,1927,"Comedy,Drama",6.0,499
Tiptoes,1927,"Comedy,Romance",5.7,22
Fabulous Lola,1927,Comedy,6.8,9
Bed and Sofa,1927,"Comedy,Drama",7.3,1357
Turkish Delight,1927,Comedy,7.0,15
Two Arabian Knights,1927,"Adventure,Comedy,Romance",6.6,1169
Two Flaming Youths,1927,Comedy,6.2,12
The Horse Ate the Hat,1928,Comedy,6.9,940
Upstream,1927,"Comedy,Drama",6.2,364
Vester Vov-Vov,1927,Comedy,6.5,35
13 Washington Square,1928,"Comedy,Crime,Romance",6.0,75
Abie's Irish Rose,1928,"Comedy,Drama",5.2,64
The Actress,1928,"Comedy,Drama",5.9,32
Honeymoon Abroad,1928,Comedy,6.3,14
The Adorable Cheat,1928,"Comedy,Drama,Romance",6.6,57
Annapolis,1928,"Comedy,Drama",7.4,50
Anybody Here Seen Kelly?,1928,Comedy,5.3,39
The Baby Cyclone,1928,Comedy,4.7,14
Bare Knees,1928,"Comedy,Drama",7.2,115
The Battle of the Sexes,1928,Comedy,6.5,525
Schneeschuhbanditen,1928,"Comedy,Crime",6.4,67
Beware of Blondes,1928,"Action,Adventure,Comedy",4.2,25
Beware of Married Men,1927,"Comedy,Romance",5.2,23
The Big Killing,1928,"Action,Comedy,Crime",3.7,23
A Blonde for a Night,1928,Comedy,5.9,86
Physical Beauty,1928,Comedy,5.0,39
Bringing Up Father,1928,Comedy,5.7,161
Brotherly Love,1928,Comedy,5.5,21
Buck Privates,1928,Comedy,7.5,33
The Butter and Egg Man,1928,Comedy,4.5,15
The Cameraman,1928,"Comedy,Drama,Family",8.0,13484
The Cardboard Lover,1928,"Comedy,Romance",6.6,883
Champagne,1928,Comedy,5.4,2763
The Chaser,1928,Comedy,5.7,135
Circus Rookies,1928,Comedy,4.0,18
The Circus,1928,"Comedy,Family,Romance",8.1,36659
Detectives,1928,"Comedy,Mystery",7.3,31
Two Timid Souls,1928,Comedy,6.8,226
Dom na Trubnoy,1928,Comedy,7.2,748
Don Diego i Pelageya,1928,"Comedy,Drama",6.8,82
Dressed to Kill,1928,"Comedy,Crime",6.5,76
Dry Martini,1928,"Comedy,Romance",4.4,25
Three Friends and an Invention,1927,"Comedy,Romance",6.6,23
"Easy Come, Easy Go",1928,"Comedy,Crime,Romance",5.7,12
Evas Töchter,1928,"Comedy,Drama",5.9,29
Excess Baggage,1928,Comedy,5.7,29
The Farmer's Wife,1928,"Comedy,Drama,Romance",5.8,3206
Feel My Pulse,1928,"Comedy,Crime,Romance",6.9,241
The Fifty-Fifty Girl,1928,"Comedy,Romance",6.2,12
Filmens helte,1928,Comedy,6.5,33
Finders Keepers,1928,Comedy,4.7,16
The Fleet's In,1928,Comedy,6.3,34
Flying Romeos,1928,Comedy,3.2,14
Fools for Luck,1928,Comedy,5.8,25
The Garden of Eden,1928,"Comedy,Drama",6.8,511
A Girl in Every Port,1928,"Action,Adventure,Comedy",6.5,864
The Good-Bye Kiss,1928,"Action,Comedy,Romance",6.7,20
Harold Teen,1928,"Comedy,Family,Romance",6.0,28
The Haunted House,1928,"Comedy,Drama",4.4,22
Heart to Heart,1928,Comedy,5.4,32
Her Wild Oat,1927,Comedy,7.0,62
Hold 'Em Yale,1928,Comedy,5.7,36
The Home Towners,1928,"Comedy,Drama,Romance",3.0,14
"Home, James",1928,"Comedy,Romance",5.8,30
Hot Heels,1927,"Action,Comedy,Crime",5.8,22
How to Handle Women,1928,Comedy,3.8,14
A Knight in London,1928,"Comedy,Drama",6.0,41
Kraft og skønhed,1927,Comedy,6.0,9
Kruzheva,1928,Comedy,6.9,64
Ladies' Night in a Turkish Bath,1928,Comedy,6.8,40
Lady Be Good,1928,"Comedy,Romance",3.4,14
A Lady of Chance,1928,"Comedy,Drama,Romance",6.9,546
Let 'Er Go Gallegher,1927,"Comedy,Crime",6.4,45
Skirts,1928,Comedy,6.3,13
Lonesome,1928,"Comedy,Drama,Romance",7.7,2702
The Magnificent Flirt,1928,Comedy,5.8,48
Wedding March,1929,Comedy,6.7,13
The Matinee Idol,1928,"Comedy,Romance",6.9,641
Moral,1928,Comedy,7.4,32
The Night Bird,1928,Comedy,5.3,33
Oh Kay!,1928,Comedy,6.4,37
On to Reno,1927,Comedy,6.3,20
Partners in Crime,1928,"Action,Adventure,Comedy",2.6,47
The Patsy,1928,"Comedy,Drama,Romance",7.5,2831
Pay as You Enter,1928,"Comedy,Romance",5.6,22
A Perfect Gentleman,1928,Comedy,6.3,20
Powder My Back,1928,Comedy,4.3,13
Power,1928,Comedy,6.2,49
Red Hair,1928,Comedy,6.6,78
Riley the Cop,1928,"Comedy,Drama",5.9,261
The Rush Hour,1927,"Comedy,Drama",7.0,56
Say It with Sables,1928,Comedy,5.0,86
Sharp Shooters,1928,"Action,Comedy,Drama",6.6,42
Show Folks,1928,"Comedy,Drama,Music",5.8,50
Show Girl,1928,"Comedy,Drama",6.3,59
Show People,1928,"Comedy,Romance",7.6,4049
Skvoz slyozy,1928,Comedy,4.6,21
The Smart Set,1928,"Comedy,Romance,Sport",6.3,1079
So This Is Love,1928,"Adventure,Comedy,Romance",5.2,144
Speedy,1928,"Action,Comedy,Family",7.6,4424
"Steamboat Bill, Jr.",1928,"Action,Comedy,Drama",7.8,16461
The Sunset Legion,1928,"Action,Adventure,Comedy",5.8,23
Telling the World,1928,"Comedy,Drama",3.8,16
That Certain Thing,1928,"Comedy,Drama,Romance",6.4,296
That's My Daddy,1927,"Comedy,Romance",7.8,25
Three Week Ends,1928,"Comedy,Drama",5.7,48
Tillie's Punctured Romance,1928,Comedy,6.1,39
The Sad Sack,1928,Comedy,6.3,294
Le tourbillon de Paris,1928,"Comedy,Drama",6.4,65
Wait and See,1928,Comedy,4.5,8
Dreams of Youth,1928,Comedy,5.4,54
Warming Up,1928,"Comedy,Romance",5.4,21
Waterfront,1928,"Comedy,Drama",4.0,12
Women They Talk About,1928,"Comedy,Drama,Romance",3.9,21
The Aviator,1929,"Comedy,Romance",5.9,28
The Awful Truth,1929,Comedy,5.6,28
Bachelor's Club,1929,"Action,Comedy",4.0,19
Barnum Was Right,1929,"Action,Comedy,Romance",5.9,21
Big News,1929,"Comedy,Crime,Mystery",5.4,327
The Black Book,1929,"Action,Comedy,Drama",6.8,18
The Vagabond Queen,1929,Comedy,7.0,26
Broadway Scandals,1929,"Comedy,Drama,Musical",5.9,25
Campus Knights,1929,Comedy,5.4,24
An Hour with Chekhov,1929,Comedy,7.1,67
Close Harmony,1929,"Comedy,Musical,Romance",6.1,58
The Cock-Eyed World,1929,"Comedy,Musical,Romance",5.4,110
The Cocoanuts,1929,"Comedy,Musical,Romance",6.8,8329
The Cohens and Kellys in Atlantic City,1929,"Comedy,Romance",5.9,22
The College Coquette,1929,"Comedy,Drama,Romance",5.1,25
"I Graduated, But...",1929,Comedy,6.4,582
Dance Hall,1929,"Comedy,Drama,Music",5.1,120
The Donovan Affair,1929,"Action,Adventure,Comedy",5.9,124
The Duke Steps Out,1929,"Comedy,Drama,Romance",3.2,221
Dynamite,1929,"Comedy,Drama,Romance",6.8,505
Fancy Baggage,1929,"Comedy,Crime,Drama",6.0,18
Fashions in Love,1929,"Comedy,Drama,Musical",7.1,21
Fast Company,1929,"Comedy,Sport",6.4,26
The Flying Fool,1929,"Adventure,Comedy,Drama",5.2,105
Fox Movietone Follies of 1929,1929,"Comedy,Musical,Romance",5.9,31
Woman in the Moon,1929,"Adventure,Comedy,Drama",7.2,3960
Nights of Love,1930,Comedy,6.3,56
The Ghost Talks,1929,"Comedy,Crime",5.0,25
The Girl from Woolworth's,1929,"Comedy,Romance",6.4,22
The Girl in the Show,1929,Comedy,5.6,144
Glorifying the American Girl,1929,"Comedy,Drama,Musical",5.7,818
Gold Diggers of Broadway,1929,"Comedy,Musical",7.1,224
Clever Cannibals,1929,Comedy,6.8,12
His First Command,1929,"Action,Adventure,Comedy",5.5,55
His Lucky Day,1929,Comedy,5.6,16
Hold Your Man,1929,"Comedy,Romance",7.7,17
The Hollywood Revue of 1929,1929,"Comedy,Music",5.7,2291
Hot Stuff,1929,Comedy,6.2,19
Hot for Paris,1929,"Comedy,Musical",4.1,26
The Hottentot,1929,"Comedy,Romance,Sport",3.6,16
Seven Footprints to Satan,1929,"Comedy,Crime,Drama",6.6,504
Howdy Broadway,1929,"Comedy,Musical",3.7,36
The Idle Rich,1929,Comedy,5.8,156
It's a Great Life,1929,"Comedy,Musical,Romance",6.1,319
Jazz Heaven,1929,"Comedy,Drama,Music",5.5,178
The Kibitzer,1930,Comedy,5.4,58
Konstgjorda Svensson,1929,"Comedy,Drama",5.8,52
"Kys, klap og kommers",1929,Comedy,6.6,18
The Last of Mrs. Cheyney,1929,"Comedy,Drama",6.0,593
Little Johnny Jones,1929,"Comedy,Drama,Music",5.7,27
The Love Parade,1929,"Comedy,Musical,Romance",7.0,2674
The Love Trap,1929,Comedy,6.5,247
Lucky Boy,1929,"Comedy,Drama,Musical",7.3,120
The Man I Love,1929,"Action,Comedy,Drama",5.4,91
The Man and the Moment,1929,"Comedy,Romance",6.9,45
A Man's Man,1929,Comedy,6.1,66
Melody of the Heart,1929,"Comedy,Drama,Musical",7.4,31
People on Sunday,1930,"Comedy,Drama,Romance",7.3,3625
Mister Antonio,1929,Comedy,5.9,37
El misterio de la Puerta del Sol,1930,"Comedy,Drama",6.3,78
Modern Love,1929,"Comedy,Romance",7.1,31
Naughty Baby,1928,"Comedy,Romance",6.7,41
Navy Blues,1929,"Comedy,Drama",5.5,612
Nix on Dames,1929,"Comedy,Musical,Romance",6.3,40
Nothing But the Truth,1929,"Action,Comedy,Romance",6.4,106
The New Gentlemen,1929,Comedy,6.7,196
"Oh, Yeah?",1929,"Action,Comedy,Drama",5.5,70
On with the Show!,1929,"Comedy,Musical,Romance",5.8,385
One Hysterical Night,1929,"Comedy,Romance",5.2,24
Our Modern Maidens,1929,"Comedy,Drama",6.2,971
Pointed Heels,1929,"Comedy,Musical",5.6,158
The Rainbow Man,1929,"Comedy,Drama,Musical",6.6,21
Red Hot Rhythm,1929,"Comedy,Crime,Drama",5.6,22
Rio Rita,1929,"Comedy,Musical,Western",6.0,771
Chasing Rainbows,1930,"Comedy,Drama,Musical",5.9,279
The Rocket Bus,1929,"Comedy,Fantasy",7.0,15
Sailor's Holiday,1929,Comedy,5.6,60
The Saturday Night Kid,1929,Comedy,5.8,316
Saturday's Children,1929,"Comedy,Romance",5.9,39
Seven Keys to Baldpate,1929,"Comedy,Mystery,Thriller",6.1,451
The Shannons of Broadway,1929,Comedy,4.4,24
Show of Shows,1929,Comedy,5.7,480
A Single Man,1929,Comedy,7.3,42
So This Is College,1929,"Comedy,Drama,Romance",5.4,289
Der Sonderling,1929,Comedy,5.5,186
Sonny Boy,1929,Comedy,7.2,22
The Sophomore,1929,"Comedy,Romance",5.5,54
South Sea Rose,1929,"Comedy,Drama",5.8,19
Spite Marriage,1929,Comedy,6.9,2556
Splinters,1929,Comedy,4.5,13
Strong Boy,1929,"Comedy,Drama",4.4,62
Sunny Side Up,1929,"Comedy,Musical",6.5,464
Syncopation,1929,"Comedy,Drama,Music",6.9,99
Synthetic Sin,1929,Comedy,7.3,56
Treasure Mountain,1929,"Comedy,Drama",4.2,48
The Taming of the Shrew,1929,"Comedy,Romance",6.2,667
Tanned Legs,1929,"Comedy,Musical,Romance",5.3,190
They Had to See Paris,1929,"Comedy,Romance",5.8,207
This Is Heaven,1929,"Comedy,Romance",7.6,16
This Thing Called Love,1929,"Comedy,Romance",5.9,40
Three Live Ghosts,1929,Comedy,5.8,38
"The Time, the Place and the Girl",1929,"Comedy,Drama,Musical",4.7,19
Two Weeks Off,1929,"Comedy,Romance",7.4,14
The Vagabond Lover,1929,"Comedy,Musical",5.2,291
Vénus,1929,"Comedy,Romance",6.6,17
The Very Idea,1929,Comedy,5.2,59
Days of Youth,1929,Comedy,6.3,624
Week-End Wives,1929,Comedy,7.7,18
Welcome Danger,1929,Comedy,5.9,842
Why Be Good?,1929,"Comedy,Drama,Musical",7.2,590
Why Bring That Up?,1929,"Comedy,Drama,Musical",6.3,29
Words and Music,1929,"Comedy,Music",5.1,95
Would You Believe It!,1929,Comedy,7.0,10
Farewell,1930,"Comedy,Drama",6.8,206
Alf's Button,1930,"Comedy,Fantasy",5.0,17
Along Came Youth,1930,"Comedy,Romance",6.5,33
El amor solfeando,1930,"Comedy,Romance",5.6,15
Animal Crackers,1930,"Comedy,Family,Musical",7.4,15510
Are You There?,1930,"Action,Comedy,Music",8.0,21
Be Yourself!,1930,"Comedy,Musical",5.6,238
Bed and Breakfast,1930,Comedy,6.2,19
Big Boy,1930,"Comedy,Musical",5.6,135
The Big Party,1930,"Comedy,Musical,Romance",6.3,28
The Big Pond,1930,"Comedy,Music,Romance",5.6,336
Borrowed Wives,1930,Comedy,5.2,185
The Boudoir Diplomat,1930,"Comedy,Romance",7.9,19
Bright Lights,1930,"Comedy,Crime,Drama",5.6,386
Too Young to Marry,1931,"Comedy,Romance",6.2,78
Murder for Sale,1930,"Comedy,Musical",6.5,116
Captain Applejack,1930,"Comedy,Crime,Drama",5.5,171
Caught Short,1930,Comedy,7.8,18
Everyone Has Their Chance,1930,Comedy,5.7,58
Charley's Aunt,1930,Comedy,5.7,150
Check and Double Check,1930,Comedy,4.9,445
Children of Pleasure,1930,"Comedy,Musical,Romance",5.5,196
Clancy in Wall Street,1930,Comedy,4.8,54
The Cohens and the Kellys in Africa,1930,Comedy,5.1,24
Conspiracy,1930,"Comedy,Crime,Mystery",5.1,190
Crazy That Way,1930,"Comedy,Romance",6.4,21
The Cuckoos,1930,"Comedy,Musical",6.0,269
Dames Ahoy,1930,"Comedy,Romance",6.3,38
Dancing Sweeties,1930,"Comedy,Drama,Romance",5.4,159
Dangerous Nan McGrew,1930,"Comedy,Romance,Western",4.8,80
Delikatessen,1930,"Comedy,Romance",6.6,28
The Devil to Pay!,1930,"Comedy,Romance",6.6,844
Fair People,1930,Comedy,7.2,27
Divorce Among Friends,1930,Comedy,4.7,39
Dixiana,1930,"Comedy,Drama,Music",5.3,438
Doughboys,1930,"Comedy,Romance,War",5.8,546
Drei Tage Mittelarrest,1930,Comedy,6.1,15
Three from the Filling Station,1930,"Comedy,Musical,Romance",6.5,888
Dumbbells in Ermine,1930,"Comedy,Romance",5.6,28
Elstree Calling,1930,"Comedy,Musical",4.9,569
Der Erzieher meiner Tochter,1930,Comedy,7.0,8
The Fall Guy,1930,"Comedy,Crime,Drama",5.2,207
Fast and Loose,1930,"Comedy,Romance",6.1,323
Feet First,1930,"Adventure,Comedy,Family",6.7,1222
The Flirting Widow,1930,"Comedy,Romance",6.1,298
Follow Thru,1930,"Comedy,Musical,Romance",6.7,270
Follow the Leader,1930,"Comedy,Musical,Romance",5.5,139
Free and Easy,1930,"Comedy,Musical",5.5,1044
Fridas visor,1930,"Comedy,Music",4.2,24
For Her Sake,1930,Comedy,5.8,89
Geld auf der Straße,1930,"Comedy,Romance",6.5,31
The Girl Said No,1930,"Comedy,Romance",5.2,871
Going Wild,1930,Comedy,5.8,218
Her Golden Calf,1930,"Comedy,Musical,Romance",6.8,34
